index,sku,filename,brand,model,distributor,defect,source_path
134,W1485,W1485.png,Longines,LONGINES HydroConquest GMT 41MM AUTO Green Dial Men's Watch L3.790,WatchWarehouse,"caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: exposed NATO keeper hardware",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1485.png
135,WWNWAY208D.FC8221,WWNWAY208D.FC8221.png,Tag Heuer,Tag Heuer Aquaracer 300M 43MM Automatic Blue Dial Fabric Strap Men's Watch WAY208D.FC8221,WatchWarehouse,FAIL_CONTENT: exposed NATO keeper and buckle hardware does not match the approved presentation; human full-resolution review: full NATO strap hardware visible,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWNWAY208D.FC8221.png
136,W1529,W1529.png,Longines,LONGINES Master Collection AUTO Blue Dial Leather Men's Watch L2.9,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1529.png
137,WW812,WW812.png,Tissot,Tissot Prx Auto 42MM Chrono S-steel Blue Dial Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW812.png
138,WL55,WL55.png,Gucci,GUCCI G-Timeless AUTO 40MM SS Silver Dial Two-Tone Men's Watch YA1,WatchWarehouse,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet and possible cutout damage",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL55.png
139,WL40,WL40.png,Gucci,GUCCI Dive Automatic Stainless Steel 40MM Green Dial Men's Watch Y,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: upper bracelet and cutout appear visibly damaged",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL40.png
140,WW745,WW745.png,Longines,Longines Conquest V.h.p. Quartz Ss 42MM Silver Dial Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW745.png
141,WW572,WW572.png,Rado,RADO Centrix Quartz SS 35MM 3 Diamond Two-Tone Women's Watch R3003,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: upper bracelet appears clipped or damaged",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW572.png
142,WL46,WL46.png,Gucci,GUCCI Dive Automatic SS 40MM Black Dial Nylon Strap Men's Watch YA,WatchWarehouse,canvas; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: exposed NATO keeper and loose-tail hardware,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL46.png
143,WL53,WL53.png,Gucci,GUCCI Dive AUTO 40MM Stainless Steel Orange Dial Men's Watch YA136,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL53.png
144,WL56,WL56.png,Gucci,GUCCI G-Timeless AUTO 40MM Stainless Steel Blue Dial Men's Watch Y,WatchWarehouse,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL56.png
145,WL38,WL38.png,Gucci,GUCCI Dive 40MM Automatic S-Steel Black Dial Men's Watch YA136353A,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL38.png
146,W1295,W1295.png,Longines,LONGINES Evidenza Automatic SS 30MM Petroleum Dial Women's Watch L,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1295.png
147,CR801313BUCBUICO,CR801313BUCBUICO.png,Edox,Edox Skydiver Limited Special Blue Dial Automatic Diver's 80131 3BUC BUICO 300M Men's Watch With Extra Strap,Creation Watches,caseW-low; PASS_CONTENT from 544-watch individual black-background review; human full-resolution review: severely zoomed-out full-strap presentation,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CR801313BUCBUICO.png
148,WL54,WL54.png,Gucci,GUCCI Dive AUTO 40MM SS Silver Dial Turquoise Rubber Men's Watch Y,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped NATO strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL54.png
149,WW626,WW626.png,Longines,Longines Conquest V.h.p Quartz 41MM Silver Dial Men's Watch,WatchWarehouse,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW626.png
150,W1266,W1266.png,Longines,LONGINES Evidenza Automatic 30MM Red Dial Leather Women's Watch L2,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1266.png
151,W1265,W1265.png,Longines,LONGINES Evidenza Automatic 30MM Green Dial Leather Women's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1265.png
152,WW877,WW877.png,Gucci,Gucci G-timeless 36MM Ss Silver Dial Slim Unisex Watch Ya1264153,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW877.png
153,WL60,WL60.png,Gucci,GUCCI Dive 40MM Automatic Dark Grey Dial Rubber Men's Watch YA1363,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped NATO strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL60.png
154,WL58,WL58.png,Gucci,GUCCI G-Timeless AUTO 40MM Black Dial Leather Men's Watch YA126365,WatchWarehouse,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL58.png
155,W298,W298.png,Gucci,GUCCI G-Timeless AUTO 40MM Black Dial Leather Men's Watch YA126365,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: upper bracelet and cutout appear visibly damaged",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W298.png
156,WWN01 400 7763 4135-07 8 24 09PEB,WWN01 400 7763 4135-07 8 24 09PEB.png,Oris,Oris Aquis Date Automatic Blue Dial Ceramic Bezel Steel Men's Watch 01 400 7763 4135-07 8 24 09PEB,WatchWarehouse,caseW-low; PASS_CONTENT from 544-watch individual black-background review; human full-resolution review: severely zoomed-out full-bracelet presentation,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWN01 400 7763 4135-07 8 24 09PEB.png
157,WL76,WL76.png,Gucci,GUCCI 25H 38MM Quartz Stainless Steel Gold Dial Men's Watch YA1634,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL76.png
158,W1326,W1326.png,Longines,LONGINES PrimaLuna Automatic 26.5MM Blue MOP Diamond Dial Women's,WatchWarehouse,"canvas,caseW-high,bboxH-low,case-centre-y; FAIL_CONTENT: incomplete bracelet; lower bracelet is missing; human full-resolution review: incomplete product image; lower bracelet missing",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1326.png
159,CRH77616533,CRH77616533.png,Hamilton,Hamilton Khaki X-Wind Automatic Chronograph H77616533 Men's Watch,Creation Watches,caseW-high; PASS_CONTENT from 544-watch individual black-background review; human full-resolution review: large exposed strap rivets,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/CRH77616533.png
160,WWNL3.374.4.40.2,WWNL3.374.4.40.2.png,Longines,Longines Legend Diver Automatic Burgundy Dial Fabric Strap Unisex Watch L3.374.4.40.2,WatchWarehouse,caseW-low; PASS_CONTENT from 544-watch individual black-background review; human full-resolution review: exposed NATO keeper hardware,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWNL3.374.4.40.2.png
161,WL70,WL70.png,Gucci,GUCCI 25H Quartz 30MM Stainless Steel Brass Dial Women's Watch YA1,WatchWarehouse,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL70.png
162,WWNL2.828.4.53.2,WWNL2.828.4.53.2.png,Longines,Longines Heritage Classic Black Dial Leather Strap Men's Watch L2.828.4.53.2,WatchWarehouse,caseW-low; PASS_CONTENT from 544-watch individual black-background review; human full-resolution review: severely zoomed-out full-strap presentation,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWNL2.828.4.53.2.png
163,W1426,W1426.png,Longines,LONGINES Symphonette Quartz MOP 18K Rose Gold Women's Watch L2.306,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1426.png
164,W1348,W1348.png,Longines,LONGINES Symphonette Quartz 21MM MOP Dial 18K Rose Gold Women's Wa,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1348.png
165,WL72,WL72.png,Gucci,GUCCI Grip 27MM Quartz Black Leather Women's Watch YA157506,WatchWarehouse,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL72.png
166,WWN01 751 7761 4187-SET,WWN01 751 7761 4187-SET.png,Oris,Oris Big Crown ProPilot Limited Edition Okavango Air Rescue Automatic Green Dial Fabric Strap Men's Watch 01 751 7761 4187-SET,WatchWarehouse,FAIL_CONTENT: exposed NATO keeper hardware does not match the approved presentation; human full-resolution review: full NATO strap hardware visible,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWN01 751 7761 4187-SET.png
167,WW672,WW672.png,Longines,Longines Conquest V.h.p Quartz Ss 43MM Blue Dial Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW672.png
168,W1396,W1396.png,Longines,LONGINES Heritage Classic Automatic 38.5MM Tuxedo Men's Watch L2.3,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1396.png
169,WW483,WW483.png,Longines,Longines La Grande Classique 33MM 12 Diamond Blue Dial Unisex,WatchWarehouse,canvas; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW483.png
170,WW480,WW480.png,Longines,Longines La Grande Classique 36MM Silver Dial Unisex Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW480.png
171,WW650,WW650.png,Longines,Longines La Grande Classique 37MM Blue Dial Unisex Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW650.png
172,WL92,WL92.png,Gucci,GUCCI Dive 45MM SS BLK Matte Dial Rotating Bezel Men's Watch YA136,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL92.png
173,WL78,WL78.png,Gucci,GUCCI 25H 34MM Quartz Gold Dial SS Women's Watch YA163403,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL78.png
174,W251,W251.png,Hamilton,HAMILTON Jazzmaster Brown Leather Automatic Men's Watch H32635511,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W251.png
175,WW976,WW976.png,Gucci,GUCCI Model 2000 Quartz 30MM Black Leather Women's Watch YA167505,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled rubber strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW976.png
176,WL65,WL65.png,Gucci,GUCCI 25H 34MM QTZ SS Golden Brass Dial White LTHR Unisex Watch YA,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL65.png
177,WW556,WW556.png,Longines,Longines Conquest Collection V.h.p Quartz 42MM Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: upper bracelet and cutout appear visibly damaged",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW556.png
178,WL84,WL84.png,Gucci,"GUCCI G-Frame Quartz White, Red, Blue MOP Dial Gold PVD Watch YA14",WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped mesh bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL84.png
179,WW312,WW312.png,Tag Heuer,Tag Heuer Connected Calibre E4 Golf Edition 45MM Titanium,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled smartwatch strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW312.png
180,WL71,WL71.png,Gucci,GUCCI Dive 45MM Quartz S-Steel Black Rubber Men's Watch YA136204B,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled rubber strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL71.png
181,W1502,W1502.png,Longines,LONGINES Elegant AUTO 37MM Blue Dial Leather Men's Watch L4.810.4.,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1502.png
182,WL77,WL77.png,Gucci,GUCCI GG2570 29MM SS Diamond White Dial Women's Watch YA142504,WatchWarehouse,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL77.png
183,W1468,W1468.png,Movado,MOVADO Sports Edition Stainless Steel Blue Dial Women's Watch 0604,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1468.png
184,W20,W20.png,Hamilton,HAMILTON Khaki Aviation X-Wind Automatic 45MM Green Dial Leather M,WatchWarehouse,"caseW-high,bboxH-high,case-centre-x; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: large exposed strap rivets",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W20.png
185,W1280,W1280.png,Longines,LONGINES DolceVita Quartz 20MM Silver Flinque Dial Gray Leather Wo,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1280.png
186,W1312,W1312.png,Longines,LONGINES DolceVita Quartz SS 37MM Black 13 Diamond Dial Women's Wa,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1312.png
187,WL31,WL31.png,Gucci,GUCCI Model 2000 Quartz 24MM Black Leather Women's Watch YA167503,WatchWarehouse,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL31.png
188,W246,W246.png,Hamilton,HAMILTON Jazzmaster Inter-Matic 42MM Brown Dial Men's Watch H38735,WatchWarehouse,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full looped leather strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W246.png
189,W1534,W1534.png,Longines,LONGINES Flagship SS 38.5MM Automatic Men's Watch L48994216 / L4.8,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1534.png
190,WL50,WL50.png,Hamilton,HAMILTON Khaki Field Murph Automatic 42MM Black Leather Men's Watc,WatchWarehouse,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL50.png
191,W1543,W1543.png,Longines,LONGINES Flagship Automatic 26MM Women's Watch L4.274.4.52.6 / L42,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1543.png
192,W239,W239.png,Hamilton,HAMILTON Khaki Aviation Converter 42MM AUTO BLK Dial Men's Watch H,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W239.png
193,W1294,W1294.png,Hamilton,HAMILTON Khaki Aviation Converter 42MM AUTO BLK Dial Men's Watch H,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strap appears severely distorted",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1294.png
194,W1395,W1395.png,Longines,LONGINES Elegant Collection 13 Diamond 34.5MM Silver Unisex Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1395.png
195,WW184,WW184.png,Tissot,Tissot Prx Automatic Ss 38MM Damascus Leather Men's Watch,WatchWarehouse,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW184.png
196,WW488,WW488.png,Longines,LONGINES DolceVita Automatic SS 28.2x47MM Silver Dial Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW488.png
197,W1263,W1263.png,Longines,LONGINES Flagship Automatic SS 35MM White Diamond Dial Women's Wat,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1263.png
198,WWNH32506730,WWNH32506730.png,Hamilton,Hamilton Jazzmaster Auto Chrono Black Dial Leather Strap Men's Watch H32506730,WatchWarehouse,FAIL_CONTENT: case is not dead-on; visible three-quarter perspective; human full-resolution review: watch shown around a display cushion/support,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWNH32506730.png
199,WW725,WW725.png,Tissot,Tissot Chemin Des Tourelles Auto 39MM Ss Two-tone Men's Watch,WatchWarehouse,"canvas,caseW-high,bboxH-low,case-centre-y; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WW725.png
200,W231,W231.png,Hamilton,HAMILTON Khaki Field Titanium AUTO 42MM Blue Dial Men's Watch H705,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W231.png
201,W1364,W1364.png,Longines,LONGINES Elegant Automatic 39MM White Dial Black Leather Men's Wat,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full looped strap",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1364.png
202,W1346,W1346.png,Longines,LONGINES Elegant Automatic SS 39MM White Dial Men's Watch L4.910.4,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1346.png
203,WL90,WL90.png,Hamilton,HAMILTON Khaki Field Titanium AUTO 42MM Blue Dial Men's Watch H705,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL90.png
204,WL80,WL80.png,Gucci,GUCCI Grip 38MM Quartz SS GG-Engraved Grey Dial Unisex Watch YA157,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL80.png
205,WL83,WL83.png,Gucci,GUCCI G-Frame 21MMx34MM Green/Red MOP Dial Mesh Bracelet Watch YA1,WatchWarehouse,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped mesh bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL83.png
206,W1366,W1366.png,Longines,LONGINES DolceVita Automatic 47MM Leather Men's Watch L57674730 /,WatchWarehouse,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with curled strap and visible underside",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1366.png
207,W1433,W1433.png,Longines,LONGINES Dolce Vita Quartz 25.8x42MM Women's Watch L5.755.4.57.6 /,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/W1433.png
208,WL27,WL27.png,Longines,LONGINES DolceVita Automatic 47MM Leather Men's Watch L57674730 /,WatchWarehouse,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WL27.png
209,WWNH24655331,WWNH24655331.png,Hamilton,Hamilton Ventura XXL Automatic Black Dial Rubber Strap Men's Watch H24655331,WatchWarehouse,caseW-low; FAIL_CONTENT: case is not dead-on; visible three-quarter perspective; human full-resolution review: severe zoom-out with full unrolled strap and buckle visible,/Users/averyandon/Documents/Codex/2026-09-03/i-need-you-to-edit-and/work/gembreak-images/watches-only/WWNH24655331.png
