sku,filename,caseW,bboxH,cxRatio,cyRatio,canvas,color_mode,extra_chunks,pass_technical_geometry,dial_graft,registration_inliers,source_sha256,final_sha256,visual_review,visual_notes,repair_method,metric_warnings
WL55,WL55.png,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,True,applied,61,5817d4cd918d3664dd885f6009f9fd48ccccd68c2ba000ffed5584aedc1d6623,09368406ac3cd140f6e13df850327a034d10cd51237562dbebdfb88af7919248,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL40,WL40.png,0.779297,0.888672,0.500000,0.500326,1024x1536,RGBA,,True,applied,226,d27c28f4e9d793af477f6ef7ae70ed1dd2a9a26cde2f77ed220fe5ece989ab40,4afde0a27ae7876d74a5dfdb4fda60f7e37e7861b46a2401610096fad9dda2ef,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW745,WW745.png,0.781250,0.854818,0.500000,0.500326,1024x1536,RGBA,,True,applied,137,291f61af922ee2efe3b517c8647712402f1b91184eef84997467413e24dda5c9,13b8b8884d84f08061871557be03ed21f1e684b74c753c81948727651b28c2a5,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW572,WW572.png,0.779297,0.868490,0.500000,0.500000,1024x1536,RGBA,,True,applied,312,eea2cfcc18fc66ac2d340a133f1109ab7597d7d74e6f4bbe38ed98275b001d5c,ca07104c8fd2ee94b9deb80d9dc385830f9233572088662b78e9410c6ec2df40,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL46,WL46.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,skipped-after-visual-retry,,57397bdfc88f1c0356d5600bdf0d8ab3dc3a01e5dca81c541a2214c590c41f02,83aa13324b3a938df98a84211b003fbd191600789306c9cc0489aae1d475ff50,PASS,"Full-resolution targeted retry accepted on black: corrected visible hardware, strap tail, protective film, or product identity using the exact SKU reference; source-dial graft deliberately skipped to avoid reintroducing the defect.",higgsfield-targeted-visual-retry,
WL53,WL53.png,0.779297,0.863281,0.500488,0.500000,1024x1536,RGBA,,True,applied,95,e5c9402bc0b056171a1b865e01f23e924182574dcdd3a5b73c6a57f1935bfccb,7dd3d93643cf45449e2c1d821e6d190e183b97f85b675cf06a82f74f080342ba,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL56,WL56.png,0.780273,0.908203,0.499512,0.499674,1024x1536,RGBA,,True,applied,44,7a76694968d887836958c7328d35379bd5acd7e097e49ac498cc0820704ce4b2,ece52d9dab829ebbd4e48f5eaf294aee686cbce1edc333273895ed8083e63318,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL38,WL38.png,0.780273,0.861328,0.499512,0.499674,1024x1536,RGBA,,True,applied,211,8d9089e483e4dd7a73b4c4b5110793de152e154c0d40d294d968422f3bcb13f7,395bd9eb0ebd66e740cbbba39ca5f7bc3394e92556a8d829f302f33e11cbb80a,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1295,W1295.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,92,8a58c8ff97f9271a4d3a66b1115e34f69f6dbb2f2d35933ef5e3d65f20ba7068,bd57fc8129efa21f3a3a7324c57ea68e71412294cb01d887e0b38df2f316ee4e,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
CR801313BUCBUICO,CR801313BUCBUICO.png,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,True,applied,76,6ebe18d85b38793cb1baec895bd3dba2aa8f1b929ad337829b1610ff800647a3,d98444a7f29d210c9f33e0d0506594d031d660fcabe3d3cd45c98b9f609d0f3c,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL54,WL54.png,0.781250,0.854167,0.500000,0.500000,1024x1536,RGBA,,True,applied,48,b4ffce3db3867ef671d50a0af5729cde2299d80216004d57a1e8948513ba2ed8,f6abb25be22b30d588beebe4298202b8a4d30b8d1408d8f43748d1d744efd434,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW626,WW626.png,0.781250,0.908203,0.500000,0.499674,1024x1536,RGBA,,True,applied,130,e8909da6689d7140062d991fc18f8a6f755f8d2ac8eadb0c44fd49cc736b8c06,d957444b620c381188bd19c40b5e5a414d66b0553dff1fc2e1e6557059d03ddb,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1266,W1266.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,43,99733f0674414060cfb35ceaf5be189f214b96f2f0fb4d0217b3c3110ee5405c,10d739dcacbee5e9f91506cfb4ef57a11906356575f10c5361d3ccaaa5dba532,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1265,W1265.png,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,76,72d7ddb591f7ac985fef88656cd6dea0b5397367bd01ec6260f019793881f720,ec370bc87c0ea56fc161f3623a831b7e42acde23bb3348c379cd8fbf05fbc043,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW877,WW877.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,41,70df6ec3ce1136b03d00e9ee107a62257b7ca24ac7ff4ef2f0a82e27234fbc28,4404933e4e62f341cec41f046a3764d3a57901f2cd30cbd6d412fe54db3d6a3f,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL60,WL60.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,68,abe36dfbf8e1f3ffc21a12ef1bd39e30e9ee2717345afc0372bfd2329fa690c6,6d6dc5a16357e69c62fd15f02622103707b63bb548f60cf27fc5bdcbdefe5532,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL58,WL58.png,0.780273,0.909505,0.499512,0.500326,1024x1536,RGBA,,True,applied,72,4b17a86c21fdab8909ebd935291371357177ba191236bb516070befb854a7cbb,706cb3a25ec416a7f82babedeb64b4f6a24e329f6b50f858a0824a8019e70ff0,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W298,W298.png,0.780273,0.880208,0.500488,0.500000,1024x1536,RGBA,,True,applied,317,ea44274b5841d5dd8cf03c9dc956142b8c2e2c974e914a58e7812f547fb14ac1,8f92cc940245c3b63e7264fb35481eb97bd01d21bf71c4ca2cc9202ea93623db,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WWN01 400 7763 4135-07 8 24 09PEB,WWN01 400 7763 4135-07 8 24 09PEB.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,238,af8283a3dfcbe7fd59e81e5fb5ec275b1bceb3d6cc0a230c8682b14294a0f7e4,b70cc8da45b30424122271c821fc730a4433cd4ca29ba937e07254d827d00a5b,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL76,WL76.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,skipped-after-visual-artifact,,3b37c8b2495d4a1af403d02bef9c36088fed691ecc300c320d54bfe62bf4859c,085ed23afbb15421ea1dffe9f38fca15d4231145108862553fcacbfc195c80cf,PASS,Visual QA found a false-positive projective dial graft; retained the clean generated render without the graft.,normalize-clean-higgsfield-raw-without-dial-graft,
W1326,W1326.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,85,8ba312ee6b2499fd8c88b92c86ae2be4abc5c562ffd6bcfd4d3528685a9ec16b,c929d46fa5312d98343437cb23268989b21ccf287ef8bbc61484447c7179d524,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
CRH77616533,CRH77616533.png,0.780273,0.899089,0.500000,0.500326,1024x1536,RGBA,,True,applied,494,7fa9e822d7c0c65aba9d34600453ea06495d251194c71742db4b4c41e4de7d78,877fcbb1ccee3b1b93f6f65adeac76f6764ed35b8eb7c15698cd01f136c4896a,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WWNL3.374.4.40.2,WWNL3.374.4.40.2.png,0.780273,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,skipped-after-visual-retry,,08bec039ce7354cd334dcec10d36ae6f10140c2462b82de1f4fc1a3e4c487606,89c0825b0a32b62fa25ed052d9bd3906b46fa8677fbadadd9a434276e12f97ed,PASS,"Full-resolution targeted retry accepted on black: corrected visible hardware, strap tail, protective film, or product identity using the exact SKU reference; source-dial graft deliberately skipped to avoid reintroducing the defect.",higgsfield-targeted-visual-retry,
WL70,WL70.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,13,7659e7adcfc05cba6a46829c001babb2e9a77ede9eed1d60783f82e33bda8849,f9a58a8a0a458523cde387a812e47295f8bb74f0caa053785bafa4e5259277a8,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WWNL2.828.4.53.2,WWNL2.828.4.53.2.png,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,50,946ebe87dcad3dee14f12c3599248fc14b78a7e15806a456ca900e8d0933a783,ac7273cff6c571d1f45e6e00bd669171ff8d72a5ea06606c5641446b8371a387,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1426,W1426.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,81,8fed572ccb47ea2fb7d15b06816276b649cd759ddb5d60f7de473ef6cfdb8312,5d7a275f5dcc2cd066d5f69e78d0cce3e96f441cfb8e7f34492054a99b004846,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1348,W1348.png,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,13,a2796d65ad18230116b9d6bc3ace9047d795595a54fd441bb916338fc07c6f95,5bdeb729de2db0863d7841208cf6442ab957d0ad4e314e6aa91c0c95596a7375,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL72,WL72.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,16,cd95a1aa3ac49ae05a95df23d52e0e0da1cc6315a68c719779651015bc44efcc,a7001719b73e857e4366dd1e3f5448325b9ac9e872ba5a96446ba66e5d6c9b1f,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WWN01 751 7761 4187-SET,WWN01 751 7761 4187-SET.png,0.780273,0.860677,0.499512,0.500000,1024x1536,RGBA,,True,applied,419,2608a4b6524db73ed6becd31b0b14be35de949cd04a0a5f225c012f364fff0dd,5c578aeecea1bb2e6a8db5d0c692113fed8339179e23a1a7d1c222bec2683827,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW672,WW672.png,0.780273,0.861328,0.500488,0.499674,1024x1536,RGBA,,True,applied,105,004f411b40be419b9dc975f161017ff649121cb74a195e942503317d5dd2c222,6e69b2b1a5970ad298dfb7036a8ea4a039657d204e6d3a51b22f1e97d79a1e01,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1396,W1396.png,0.779297,0.882812,0.500000,0.500000,1024x1536,RGBA,,True,applied,133,509ea5c92d5fbba17169880b8b35f42fbeb19f8289b458696d4dab1cb1680606,b81ecdb5d8cc8e397ae903e5c042e0e0f6463a6d12a0d27c8df3e77a18e8f0e3,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW483,WW483.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,24,d8b7be74850614dcc57493851f14499d01aff200e13e995cda81a0c07d05db20,5714329baffb3a4d57d3eb3bb3927e74bce292a5f0576e91d96489f5268e19a7,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW480,WW480.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,21,3b3b7196e5eb924feeb9367051b29389dd8f649ec8d5ecf74b5a63a82b746137,1118dd78e9b07c45522cc82290932d879666e989c4433fcda7cada53898eec78,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW650,WW650.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,35,37dfe9d8591b93d25f7febe876463a3b2427f1da07df575cacab79b189589897,995f129d3622633ac6ab446e3a87b5dbe42e6cfb9c0685d11f3d34e22045b068,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL92,WL92.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,299,49f429a0e68c9fed012a1e8a9d9b65130d2ac52670af1c4541784710e71b754c,ebce21fc47afc054eaff0298d5d5d2c04455c2bc89e542e6cba2c31733043cfb,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL78,WL78.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,skipped-after-visual-artifact,,94abdd53fc950f05cab5c86ccf7e13bd600f175b24abaee7d5d27d5d15d4c896,aa3ec6953b075f426d29b90ade388d53e9183181ef577fcc08d04387057cec8b,PASS,Visual QA found a false-positive projective dial graft; retained the clean generated render without the graft.,normalize-clean-higgsfield-raw-without-dial-graft,
W251,W251.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,53,0712a0d5dea972ee64ad3070ce8ee89350b61799f2f861a1b1cc614ee1996e54,bcee536a3ed7cd269ab48ef28281a161d6f1854820adca1e459f18ba85f26129,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW976,WW976.png,0.780273,0.863281,0.500488,0.500000,1024x1536,RGBA,,True,applied,339,c08683e1bf4db1f3b7b33948bee176511f6340f59be5d404d9171be841e710d1,41efadcf8e8f4b973074fb268411f0553e301213d1bd245c9539acc62d01b357,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL65,WL65.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,23,3e06422c700cd28eb98ad519a5941488ba5d2c91be5d34ef413a374c608b2f3b,f3fcf83109660c8e4741bd42fa5f994eb5d8c9d1e295deb52e97460052b40393,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW556,WW556.png,0.780273,0.856120,0.499512,0.499674,1024x1536,RGBA,,True,applied,175,c19d51ee19ce61924a0f3ff55d2e0d1ffe795a6ee488756a3f38ca072469719f,2bcf7433ef1ef63c91bef54caad85f0a81ba8296f0a655bdfa3732db980fedaa,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL84,WL84.png,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,True,applied,16,0823a48ced1b574955cae6be09ed63ce8829eca7eadcd26e0657ebc2b1d15914,341349ae082425b23c0bf438465b6fba1594f14e4ff97ac51f761509f546f643,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW312,WW312.png,0.779297,0.863281,0.500000,0.500000,1024x1536,RGBA,,True,applied,302,2f6cd025094abe408675003bca7cd8b5ebd99e5cb6c20c90465347fcfd376b92,0658a94bb63d34f3ef9682c29e80c947ff55ced1e3ff7c7ff305593a70a6d110,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL71,WL71.png,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,True,applied,278,35ce074fc59415d8f05060dd7ae6f037752e97267dcdbcde1231c79725080879,5eaee753311a6fd3ec60ee294b50da118bda28df1962d67e57ed72b44a3cf5ef,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1502,W1502.png,0.780273,0.901693,0.500488,0.499674,1024x1536,RGBA,,True,applied,88,77c845b65877cdd2b532eb503150e17a23dae22677addca4c704a4c0a946394c,84db1ddbf152c7c98146f7a4b10c65653feaf7cc9a0c1baea4f41df96606327d,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL77,WL77.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,21,635b2ace6b80a32f36915fa86ff39b94973acfea28c0f743c85adaa48b083ead,c4586e1998bc0d28baa3e7c411c14c29a04382ac1b65c968aa64a2980e532a34,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1468,W1468.png,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,88,ac72903d4d1e6d28ff3aa927c954ee766826d415044ae41317436e94be1a5d44,638a2107e122b240dfd489de508ce87717b61c34c85943378a1427f1dc270cf2,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W20,W20.png,0.780273,0.892578,0.500000,0.499674,1024x1536,RGBA,,True,applied,508,b428c3e21fed82d038597eb48251a2eab97fc8fc326818007f32fdedc8de760f,3e44bfe9135315886b44c1f720c2f86fa5ab20f81813af0854fe4b994f86a650,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1280,W1280.png,0.780273,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,92,0384926fdfa8cce6b7847991ade834d8d50669c44ae261309f495a9b25a788ab,0242a7ff890eaaa2617fccd3a57b95bec47f37dd6ecf3ac55e3cfc494fd21318,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1312,W1312.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,36,7dbc5b2bf206dbb1ea1bc13b0940f1a1b70e5c8e94eee7d6b3b026e85e17a879,b134e262f75d9d6cdf860204c71184bb189e3c8131a9f366842019b00bd47512,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL31,WL31.png,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,True,applied,52,a3cd9c80c3662b334dfaf0bc074c446c0e7268d032df7b90b24a36335b132824,7239d2c55b1ce454cf4fc430df24680ee5668cc0bb1a7a321f4530a48425e077,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W246,W246.png,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,True,applied,101,37c239cf451f99ed5dcd67a4dd45e86635c22685853136729806bdb1652a037f,a0f1653711ee29884b119c1a553eb3abbc1f6c46125af7c3d25b7f6d8a916cfa,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1534,W1534.png,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,True,applied,182,f59ece7615e419fafd9ad3aecd2c239360b5b040861c7b3ff8ab2c9e3cf4f2c6,fe1c3a887e344b3c7665c44ff7d64f1041a08393da822420c5abab3e5ae1d8db,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WL50,WL50.png,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,57,60fb78f40b074eb8d947f769c36121ae2d5b49bbe1650f82ac79546d51090381,401962e71803589f8246b15f440e3bcde1cd63e36d6dd539b61c91cedd271d5e,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1543,W1543.png,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,40,de7ddc2ac707921d43630dbcec52acaaf6006f62454538256a844bff34563d6c,c85df97a94e528bd11a3d069888be44054c20fb3af3bb944f5397cab631f12d3,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W239,W239.png,0.780273,0.899740,0.499512,0.500000,1024x1536,RGBA,,True,applied,219,65cf79200ddd6d803abc686d331c46ec75836ad4f0c13b472b0a8760bb783435,604ba98188084129e694e9d77d06ed89ad56e195e068f9e327672b8846ceb241,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1294,W1294.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,40,12ce7aecfe5c012e8054c95f49e71476d787d711890c76d689cca7495c73796f,643aa3dbc1d3d52c74b4dc3c6f9de061cc5110211e78a2cbac5c65408a3d9abf,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1395,W1395.png,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,True,applied,37,1ece34c0508af9f354805eda0886053cb0b1288eba6a401dc37455a5b85cbf75,b9b295fc39f8024e2c9a877c8d64b6bfb777885ac5c2a790f2e621fb09eb4aff,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW184,WW184.png,0.780273,0.899740,0.500488,0.500000,1024x1536,RGBA,,True,applied,170,ad38497bf748bf72078a506d922e006ca3aca28ae2b9fa31d8cacf4bf9853907,99e5c1818a9180e8a11c149854c04f929dee62f055d35f7c57f6de03e846a379,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW488,WW488.png,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,45,04d35a2c1b8c88cffdd044398348c7969bf5a03dc815f4a8edb71c23e100bb8f,e5475f174fad1429f5395fd0ea23ab45aaf71727b9d7aac2209039fab29879ea,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1263,W1263.png,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,True,applied,26,d8c1f5b8d46a7582dcee95b5d5aeb11d419d073491d2d9014f01791f5d283923,13c6b32465b018dff63deb49e67ac9069ee2014c3762869e3288fc29626249ab,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WWNH32506730,WWNH32506730.png,0.779297,0.856771,0.500000,0.500000,1024x1536,RGBA,,True,applied,165,85be55c2e72abedeb3865d3946ba5338d933b7d80a848aba3f1e90fd6ef1470c,d275fa17a44a86c421259fb362ed5652f622a567f920c4d32e1fdb34760322c5,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
WW725,WW725.png,0.779297,0.867188,0.500000,0.500000,1024x1536,RGBA,,True,applied,65,fb40f4fa40fb101cc1f55feb110d0dbf9a0e8daa6c9c7c1851c15623c8560c40,43515972138941f9f8b74ce9db748090e35ae09b668c82145fc7e81d80248c86,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W231,W231.png,0.780273,0.861979,0.499512,0.500000,1024x1536,RGBA,,True,applied,233,b96bb1b60f3f14cef19ecc8d41391057730b4fcda6a4cc92d3c8f5e2891a3d6e,14f5d6dfdfc29a1ecac2db43145c64a272f408ac77b747396a45242d4ece432c,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
W1364,W1364.png,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,True,applied,70,6c4f2c2603fe97ad858b81b2781f972a5d81850e2baf1dd3ea3f1efd6ab2b072,285460c278ce39eaeb9e26668330fb738c0649436fec8bd40e929329bd862300,PASS,"Passed individual black-background contact-sheet review; correct product, front-facing presentation, complete compact bracelet/strap, transparent background, and no visible watermark or loose fastening hardware.",higgsfield-primary-render,
